,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
,afLeftThigh,Left Knee,afLeftAnkle,afLeftFoot,afRightThigh,Right Knee,afRightAnkle,afRightFoot,pfWaist,pfLeftFemurHead,pfLeftKnee,pfLeftAnkle,pfRightFemurHead,pfRightKnee,pfRightAnkle,LeftArm,LeftHip,LeftKnee,LeftAnkle,LeftToe,RightArm,RightHip,RightKnee,RightAnkle,RightToe,RL - T4,RL - RunLab,LL - T4,LL - RunLab
588,5.58,6.35,1.74,6.27,0.8,0.5,24.66,2.5,0.48,0.58,5.29,0.75,4.11,2.06,1.16,1.37,,,99.59,40.88,42.62,140.6,139.46,78.02,3.53,,,,
589,5.62,7.01,4.1,6.3,1.06,0.04,22.19,352.8,0.81,0.37,7.27,0.51,3.43,2.25,2.58,1.44,,,100.88,22.16,43.88,143.84,148.74,77.42,3.66,,,,
590,5.04,5.96,2.84,10.42,0.66,1.2,22.57,348.04,0.48,0.89,6.16,7.41,3.75,1.69,0.17,1.07,,,99.48,12.52,44.54,146.09,154.77,77.93,0.47,,,,
591,4.32,6.14,4.37,10.97,0.93,1.18,20.87,345.26,0.62,2.11,2.77,11.85,3.11,3.44,4.34,0.74,,,98.75,3.8,44.21,147.37,156.42,77.73,1.77,,,,
592,3.86,5.54,1.32,20.63,1.56,1.43,20.97,347.34,3.12,1.89,4.26,1.65,3.05,3.85,0.25,1.51,164.46,118.25,99.09,3.65,43.12,148.76,155.29,78.36,4.55,,,,
593,3.54,5.39,4.44,25.25,1.81,1.02,13.46,358.34,3.73,1.14,3.9,8.97,2.76,4.93,4.25,3.29,160.93,110.57,95.93,2.55,42.57,149.97,154.11,84.9,7.15,,,,
594,3.1,5.14,10.51,33.99,2.29,1.02,15.99,358.97,3.01,1.07,2.8,4.24,3,4.8,2.06,6.97,,,91.64,4.31,41.32,150.34,150.53,84.32,4.02,,,,
595,2.61,6.21,10.93,37.19,2.23,2,15.65,1.06,3.37,0.82,1.55,0.47,3.67,4.7,0.13,9.85,,,87.14,3.11,39.8,148.5,143.72,80.08,4.71,,,,
596,2.32,8.12,8.75,38.39,2.97,1.38,14.97,2.05,3.19,0.09,2.22,3.05,3.69,4.42,2.86,13.57,,,86.83,1.52,37.67,149.16,140.23,77.82,1.85,,,,
597,1.77,8.73,7.1,36.83,3.88,0.87,14.96,2.97,3.55,0.31,1.8,1.84,4.13,3.17,1.3,16.92,141.63,83.87,85.5,4.73,35.02,151.39,142.28,76.24,6.13,,,,
598,2.27,9.78,6.44,35.73,4.5,0.69,15.24,3.85,2.91,0.43,2.89,3.19,4.74,1.14,0.48,20.35,137.76,81.83,84.48,8.69,31.63,151.77,140.04,74.44,4.79,,,,
599,1.96,11.51,2.79,32.84,5.12,0.51,15.36,3.87,3.15,0.83,2.97,1.61,5.25,2,2.36,23.24,134.78,81.69,85.27,4.29,28.67,150.87,136.46,71.73,2.7,,,,
600,0.99,14.34,4.63,31.14,5.8,0.42,15.56,4.29,3.41,0.43,2.75,4.06,4.85,2.54,7.64,26.96,,,84.41,3.89,25.04,153.54,137.63,71.5,0.44,,,,
601,0.88,11.88,3,27.69,6.36,0.53,18.23,3.74,4.38,1.18,3.93,3.58,3.99,3.82,8.05,31.37,,,,,20.96,156.93,139.91,69.26,0.98,,,,
602,0.54,10.01,2.14,26.32,6.22,0.11,19.71,4.77,2.52,0.41,2.85,6.01,3.1,4.01,8.19,33.86,,,83.53,17.42,17.78,161.58,144.1,71.17,3.82,,,,
603,0.34,7.52,0.02,21.5,5.77,1.72,16.41,5.52,2.08,0.03,2.62,10.4,2.32,4.63,6.16,36.61,129.2,96.08,80.27,13.31,15.18,162.96,144.73,71.09,7.25,,,,
604,0.68,5.31,5.64,20.74,5.51,1.32,16.92,3.22,1.44,1.25,1.31,10.67,2.78,3.23,1.37,39.41,129.13,102.95,78.55,14.43,13.26,165.23,146.26,69.55,7.79,,,,
605,0.29,3.72,9.92,20.23,5.69,0.87,16.71,2.58,1.97,0.57,1.99,11.91,2.87,2.26,0.18,41.56,130.01,111.42,76.98,6.74,12.11,167.49,149.15,72.15,6.19,,,,
606,1.07,3.98,11.69,15.77,6.05,1.66,13.58,4.03,1,0.43,2.48,2.92,2.97,1.59,3.75,43.76,133.85,123.06,77.42,5.83,10.62,169.69,151.03,72.9,3.5,,,,
607,1.47,4.13,13.66,12.9,5.71,2.09,10.37,2.5,0.77,0.43,2.61,5.88,3.39,0.86,4.42,45.92,134.61,132.15,76.26,3.17,8.81,172.27,154,76.71,11.45,,,,
608,2.51,4.47,18.63,4.11,5.15,1.56,7.57,1.32,1.35,0.56,2.86,10.98,2.72,1.86,4.33,47.05,137.38,141.51,75.53,5.4,7.33,176.94,158.3,80.42,13.62,,,,
609,2.6,4.15,17.37,1.14,5.04,2.04,3.14,357.09,2.48,0.34,3.71,11.26,2.26,3.39,5.37,47.75,140.47,149.19,74.25,1.84,6.25,177.75,158.6,84.43,21.71,,,,
610,2.14,3.55,19.5,9.13,5.05,2.53,0.67,358.18,3.61,1.25,3.86,0.06,1.64,5.38,0.42,48.19,141.4,152.7,72.7,2.67,6.72,180.19,160.77,90.08,26.45,,,,
611,2.2,3.11,21.91,18.49,4.9,2.06,1.93,3.57,4.49,1.56,3.38,2.45,1.6,5.96,1.06,48.35,142.87,154.54,72.4,0.34,6.29,180.93,159.23,92.53,16.83,,,,
612,2.45,3.43,23.82,23.84,4.11,1.33,3.4,7.88,3.43,1.9,1.85,6.79,0.87,7.86,3.21,48.29,144.06,155.59,73.26,4.99,5.76,180.28,154.41,91.6,8.92,,,,
613,2.86,3.06,26.88,26.6,3.92,0.45,11.19,21.14,3.56,2.06,2.82,2.44,1.07,10.43,4.8,48.06,,,73.62,1.56,5.45,177.33,146.17,91.05,1.23,,,,
614,3.66,2.82,25.12,22.83,3.62,0.53,15.82,27.5,1.29,2.91,2.32,2.91,0.36,12.07,1.13,46.82,,,78.57,6.41,5.61,174.88,137.44,92.65,5.17,,,,
615,4.26,3.45,15.47,14.39,2.68,0.1,20.69,31.33,2,2.57,2.48,0.36,0.2,11.52,1.08,45.56,,,76.34,1.04,6.55,171.88,128.98,93.56,4.16,,,,
616,5.17,3.78,12.06,3.99,1.84,1.23,23.8,33.21,,2.49,2.6,0.15,0.36,10.46,0.15,43.13,,,72.94,4.34,6.94,170.84,121.58,91.28,3.83,,,,
617,5.48,3.44,13.32,6.98,1.38,2.13,28.57,41.17,2.18,3.65,1.55,0.14,0.55,10.16,0.21,40.59,,,69.3,2.57,8.62,168.94,115.67,91.84,2.43,,,,
618,5.3,2.84,14.06,9.26,0.43,2.4,27.34,38.51,1.01,4.31,1.13,0,0.63,9.17,2.47,36.67,,,67.02,3.56,10.92,165.73,107.69,89.31,3.94,,,,
619,5.07,2.13,13.44,8.81,0.36,2.52,26.66,37.25,1.24,4.3,1.21,5.71,0.15,7.08,4.53,32.43,,,64.9,1.7,13.08,161.25,100.1,87.85,3.38,,,,
620,5.2,1.78,14.33,8.35,0.37,1.5,24.06,36.64,1.68,3.91,2.15,2.43,0.47,5.88,5.77,28.96,,,63.36,0.44,15.75,155.09,92.92,85.29,3.35,,,,
621,5.07,1.38,14.86,8.82,0.54,0.35,20.21,35.1,2.05,3.25,3.55,0.34,1.42,2.94,5.33,25.2,,,62.91,2.15,17.74,151.14,90.25,84.45,3.77,,,,
622,5.15,0.5,17.34,7.52,1.2,0.31,17.43,33.24,1.23,3.08,3.83,1.9,2.28,1.11,8.58,20.8,,,63.71,4,20.43,147.75,88.03,83.39,10.21,,,,
623,5.34,0.81,15.62,6.53,1.65,0.82,16.75,30.16,0.42,2.51,4.53,1.93,3.27,1.52,2.52,17.97,158.63,141.88,64.88,8.01,23.15,144.01,87.18,82.04,4.36,,,,
624,5.6,1.18,12.54,5.69,1.73,0.23,15.89,33.19,0.96,1.9,5.78,7,2.63,0.35,6.63,14.77,,,67.38,12.6,26.35,140.89,88.13,75.54,7.71,,,,
625,5.75,1.51,13.21,6.54,1.05,0.35,17.47,27.55,1.55,2.39,4.77,12.1,2.89,0.29,13.37,12.92,,,68.96,8.78,28.9,138.82,90.83,79.09,,,,,
626,5.64,1.53,14.8,9.36,1.14,1.3,18.06,28.23,2.69,1.7,5.5,16.4,3.33,0.56,10.59,9.76,,,71.02,12.55,31.49,135.55,92.5,76.9,0.47,,,,
627,5.92,2.53,10.11,8.02,0.17,1.69,22.29,29.17,2.56,1.45,5.4,12.61,3.6,0.34,8.44,7.6,,,72.53,12.82,34.06,135.03,99.35,78.45,4.5,,,,
628,6.08,3.24,8.51,9.38,0.15,1.71,23.26,22.36,2.29,1.29,5.22,5.78,3.61,0.56,8.75,5.76,,,78.27,23.01,36.09,134.95,105.58,79.26,4.99,,,,
629,5.89,3.38,7.31,7.54,1.35,2.56,24.72,19.73,2.09,0.76,5.58,3.78,3.86,0.78,7.56,3.38,,,84.06,30.75,38.09,135.54,112.96,79.04,4.33,,,,
630,5.93,4.28,3.79,6.38,2.57,3.48,24.33,14.44,0.81,0.39,7.25,4.68,3.63,1.9,9.44,3.22,,,91.46,36.23,39.95,137.08,122.49,77.84,6.89,,,,
631,5.98,5.32,0.71,7.13,2.05,2.52,24.62,6.82,0.33,0.25,7.98,4,3.85,2.4,5.92,2.68,,,95.82,35.85,41.95,140.1,134.08,79.59,5.97,,,,
632,5.65,6.01,0.02,7.01,1.86,1.88,24.27,359.35,0.34,0.34,9.77,2.6,4.59,0.36,1.32,2.3,,,98.66,28.1,42.83,143.46,144.2,77.29,1.56,,,,
633,5.38,5.26,0.62,6.1,1.94,1.31,23.61,352.6,0.04,0.73,11.59,3.26,4.27,0.11,0.27,2.77,,,99.75,8.44,43.33,145.61,150.88,77.22,1.1,,,,
634,4.79,4.91,0.06,11.13,1.52,0.24,21.84,349.11,0,0.73,13.11,3.85,3.29,1.7,1.84,2.61,,,98.58,3.88,43.44,147.23,155.49,76.7,2.79,,,,
635,3.92,3.48,1.78,15.4,2.47,0.64,21.19,348.21,1.5,1.01,14.76,1.54,3.55,1.6,3.88,3.15,,,99.16,10.16,43.26,149.15,157.01,75.25,0.55,,,,
636,2.87,1.93,6.75,24.63,3,0.94,19.51,351.27,2.97,1.19,15.26,2.52,2.83,2.82,7.31,5.59,161.93,112.28,97.46,5.83,43.37,149.75,155.67,75.64,0.98,,,,
637,2.42,0.21,12.35,32.05,3.05,0.84,15.61,0.07,3.35,1.85,17.69,10.27,2.98,3.16,5.42,7.68,,,93.01,7.41,42.33,151.46,154.98,81.56,1.69,,,,
638,1.81,4.37,19.49,39.44,2.75,0.02,16.12,1.33,1.82,1.77,15.14,3.85,3.32,3,4.45,10.7,,,90.71,7.28,40.79,151.37,151.39,83.58,2.66,,,,
639,1.69,7.25,22.99,39.49,2.5,0.82,14.75,0.65,1.34,0.13,9.83,1.85,2.61,4.24,0.42,14.69,,,87.37,9.22,39.16,149.52,145.22,81.04,1,,,,
640,1.02,8.83,24.44,37.52,3.06,0.22,15.19,3.4,1.42,0.23,8.09,2.33,4.48,1.63,3.44,17.84,,,86.44,6.96,36.32,149.79,140.65,78.69,0.99,,,,
641,0.38,9.87,23.59,35.54,3.34,0.26,16.19,2.77,1.9,0.48,6.62,1.53,4.87,0.61,3.2,20.7,,,83.8,5.14,32.94,150.56,139.26,75.81,2.45,,,,
642,0.19,5.97,18.64,35.48,4.29,0.12,16.12,2.51,2.37,1.4,7.16,5.14,5.19,0.41,0.47,24.27,,,83.37,0.67,29.41,152.21,138.43,73.75,0.14,,,,
643,0.1,1.23,12.74,34.27,4.77,0.36,16.39,3.83,2.94,2.38,6.76,7.25,4.86,0.93,5.25,28.32,,,84.47,3.77,25.15,152.28,137.62,72.11,0.16,,,,
644,0.55,2.03,7.98,34.36,5.11,0.63,16.95,3.71,3.57,2,6.01,4.94,3.65,2,6.37,32.21,131.35,78.03,81.47,3.16,20.7,156.19,140.62,71.07,1.66,,,,
645,0.91,3.27,4.63,30.46,5.43,0.6,19.23,4.93,3.64,0.23,3.22,6.75,2.48,3.33,10.35,35.62,129.53,81.88,,,17.49,159.59,141.96,69.68,0.39,,,,
646,1.49,2.38,4.24,28.45,5.22,1.28,18.63,4.14,1.88,0.33,3.52,8.74,1.7,3.77,7.65,38.88,129.03,86.17,83,13.46,13.42,162.47,144.99,70.26,2.79,,,,
647,0.65,3.34,4.56,24.41,5.37,1.92,17.57,5.58,0.89,0.94,1.79,10.93,0.93,4.4,3.34,42.16,127.61,91.82,80.89,5.88,10.3,166.82,147.87,69.92,4.81,,,,
648,0.07,2.85,6.7,23.13,5.5,2.16,18.09,4.88,0.67,0.81,1.49,6.65,1.16,3.48,4.69,44.24,128.99,99.21,80.42,10.25,7.8,168.03,149.08,70.77,6.75,,,,
649,0.21,1.71,9.58,21.56,5.12,1.77,13.26,1.36,0.34,1.06,1.43,8.49,0.91,2.85,2.81,46.77,129.71,107.31,76.47,6.14,6.9,171.48,153.36,72.88,6.68,,,,
650,0.31,1.68,12.76,18.58,5.12,1.58,11.84,2.88,0.46,0.98,1.72,6.29,0.9,2.1,1.12,48.76,131.41,117.43,77.55,4.24,5.08,174.42,155.03,74.15,8.47,,,,
651,1.41,2.88,14.18,15.01,4.08,0.97,9.53,2.5,0.34,0.96,1.84,1.58,1.76,0.69,6.78,49.15,133.91,127.23,78.01,4.92,4.3,177.59,158.36,78.35,11.55,,,,
652,1.47,2.31,18.5,12.94,3.92,0.81,6.95,359.96,0.98,0.73,2.03,5.45,1.77,0.71,4.25,49.74,138.39,137.48,75.64,0.33,3.47,179.32,160.07,82.22,15.32,,,,
653,1.49,2.56,20.41,2.33,3.45,0.98,3.38,358.29,1.33,1.25,1.72,4.27,1.22,1.78,5.58,50.01,142.18,146.18,73.15,3.82,3.4,181.21,161.34,87.11,20.81,,,,
654,1.19,2.96,16.66,5.48,3.84,1.84,1.02,358.64,2.1,0.73,2.41,10.09,1.05,3.34,7.84,49.77,145.07,152.6,72.08,1.55,2.8,182.02,161.99,92.29,21.73,,,,
655,1.85,3.19,19,13.92,3.75,1.93,0.2,4.19,3.49,1.46,2.16,2.16,0.74,5.28,6.52,49.3,146.33,155.29,72.64,2.86,3.69,182.48,159.88,96.69,22.84,,,,
656,2.2,3.39,20.07,19,3.35,1.21,1.13,9.74,2.69,1.18,1.89,3.78,0.02,7.78,5.84,48.65,147.76,155.92,73.06,0.9,3.61,181.55,155.1,96.07,10.06,,,,
657,2.5,3.06,22.37,22,3.03,0.76,4.38,18.98,2.59,1.57,1.84,2.75,0.03,8.58,4.53,47.6,147.17,153.89,74,0.77,4.63,178.79,148.06,97.15,0.25,,,,
658,3.13,2.6,22.62,19.11,2.53,0.49,8.73,24.03,0.17,2.59,1.19,0.32,0.57,7.99,3.36,45.36,,,78.88,3.05,6.27,176.73,139.5,98.22,8.52,,,,
659,4.5,3.94,10.37,3.51,1.77,2.02,12.51,29.42,3.23,2.41,1.7,0.01,0.54,6.88,6.96,44.02,145.98,144,76.27,1.62,7.02,173.3,130.37,98.07,10.41,,,,
